ACHID	DRUG_ID	CCLE Cell Line Name	Primary Cell Line Name	Compound	Target	Doses (uM)	Activity Data	Activity Error (SD)	FitType	EC50 (µM)	IC50 (µM)	Amax	ActArea
ACH-000962	438	OC314_OVARY	OC 314	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"4.87,5.26,-9.9,-15,-84,-93,-95,-97"	"4.68,2.51,2.37,.14,.70,.080,.23,.091"	Sigmoid	0.132259101	0.137972131	-95.41153717	3.939
ACH-001145	438	OC316_OVARY	OC 316	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-1.7,1.91,-8.0,-21,-89,-91,-95,-97"	"1.58,1.02,6.56,3.84,1.49,5.65,.43,.43"	Sigmoid	0.117359631	0.120042175	-94.50244141	4.027
ACH-000113	438	OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCI-AML2	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"1.77,-5.3,-65,-95,-95,-95,-96,-98"	"3.54,4.43,5.59,.24,.35,.0073,.032,.0056"	Sigmoid	0.019504378	0.020326231	-96.2041626	5.493
ACH-000065	438	OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCI-AML5	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"1.54,-33,-82,-93,-94,-95,-96,-97"	"6.77,5.39,14.7,.77,.66,.25,.12,.10"	Sigmoid	0.010031056	0.011386046	-95.39938354	5.9
ACH-001146	438	OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCI-LY10	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"2.81,-43,-65,-73,-95,-95,-95,-96"	"46.6,21.4,8.86,11.3,.11,.56,.12,.33"	Sigmoid	0.027321275	0.017077917	-96.08234406	5.62
ACH-000247	438	OCUM1_STOMACH	OCUM-1	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-.13,-32,-59,-77,-89,-97,-98,-100"	"13.3,2.97,6.13,1.21,1.62,.55,1.37,1.32"	Sigmoid	0.00380089	0.016655602	-100.3626709	5.5213
ACH-000544	438	OE21_OESOPHAGUS	OE21	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"8.24,2.10,-38,-57,-78,-94,-96,-98"	"2.15,10.9,7.46,4.23,4.06,.47,.17,.075"	Sigmoid	0.036075711	0.055179846	-98.73260498	4.61
ACH-000383	438	OE33_OESOPHAGUS	OE33	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-2.5,2.14,-41,-73,-94,-96,-96,-98"	"9.50,3.94,6.40,6.74,.33,.26,.092,.64"	Sigmoid	0.031161731	0.035405684	-96.9562149	5.005
ACH-000013	438	ONCODG1_OVARY	ONCO-DG-1	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"8.31,-8.0,1.75,-31,-90,-94,-94,-96"	"3.59,3.70,2.29,20.0,2.40,.60,.69,.27"	Sigmoid	0.098160207	0.102725372	-94.81921387	4.13
ACH-000776	438	ONS76_CENTRAL_NERVOUS_SYSTEM	ONS-76	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-3.0,.49,-8.8,-35,-73,-94,-96,-97"	"0,0,0,0,0,0,0,0"	Sigmoid	0.120290443	0.123559557	-97.17030334	4.068
ACH-000024	438	OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OPM-2	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-53,-74,-91,-93,-93,-95,-96,-98"	"30.6,4.87,.11,.30,.63,.094,.79,.43"	Sigmoid	0.016701398	8	-95.14263916	6.93
ACH-000291	438	OV90_OVARY	OV-90	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-.46,-18,-48,-70,-84,-93,-94,-97"	"3.58,1.81,3.51,1.29,.58,.12,.64,.30"	Sigmoid	0.019117039	0.029783206	-96.45475006	5.0446
ACH-000617	438	OVCAR4_OVARY	OVCAR-4	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"1.20,1.54,2.00,-39,-83,-92,-94,-96"	".037,4.78,4.18,4.89,5.56,2.59,.73,.69"	Sigmoid	0.092864119	0.100434728	-93.99416351	4.04
ACH-000696	438	OVCAR8_OVARY	OVCAR-8	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"7.49,-12,-51,-80,-90,-93,-95,-98"	"16.4,10.00,7.10,1.59,1.88,1.01,.67,.083"	Sigmoid	0.022306615	0.025208008	-95.72570038	5.19
ACH-000646	438	OVMANA_OVARY	OVMANA	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-14,-7.2,-11,-34,-57,-90,-94,-99"	"15.2,5.27,1.92,3.74,4.40,1.15,2.81,.48"	Sigmoid	0.179776892	0.166736796	-99.08174133	4.062
ACH-000409	438	OVSAHO_OVARY	OVSAHO	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"2.26,6.10,10.3,-26,-53,-87,-93,-95"	"12.2,11.9,7.89,3.76,2.36,1.36,.26,.027"	Sigmoid	0.168878838	0.202749684	-96.31085205	3.54
ACH-000663	438	OVTOKO_OVARY	OVTOKO	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-44,-43,-.78,-58,-68,-91,-94,-98"	"62.0,64.7,6.54,41.5,.66,.17,.083,.47"	Sigmoid	0.141171664	0.148051813	-96.62656403	4.9678
ACH-000372	438	P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	P12-ICHIKAWA	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"7.16,-26,-90,-93,-94,-94,-95,-97"	"2.33,13.8,3.25,.011,.21,.15,.26,.22"	Sigmoid	0.009934472	0.010791685	-94.53472137	5.89
ACH-000770	438	P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	P31/FUJ	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-9.8,-23,-91,-95,-95,-95,-96,-97"	"15.2,9.76,.90,.29,.21,.056,1.20,.84"	Sigmoid	0.012346562	0.011931117	-95.76570892	6.018
ACH-000707	438	P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	P3HR-1	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"11.2,12.4,-16,-58,-86,-93,-94,-96"	"7.71,7.62,4.80,.76,1.03,1.01,1.11,.22"	Sigmoid	0.049854115	0.063847929	-94.81667328	4.43
ACH-000042	438	PANC0203_PANCREAS	Panc 02.03	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"6.05,7.17,-26,-70,-84,-94,-97,-100"	"5.30,3.06,5.89,7.20,.079,.67,.18,1.27"	Sigmoid	0.040729396	0.050079852	-96.76100159	4.71
ACH-000139	438	PANC0327_PANCREAS	Panc 03.27	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"20.2,2.07,15.8,-31,-70,-91,-91,-94"	"7.82,.24,2.68,7.81,2.53,.70,.060,.21"	Sigmoid	0.10494902	0.137775153	-93.01811218	3.77
ACH-000235	438	PANC0403_PANCREAS	Panc 04.03	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-4.0,-13,-21,-63,-86,-97,-101,-106"	"5.24,5.07,20.2,2.20,1.19,2.91,.43,1.48"	Sigmoid	0.050547898	0.048179701	-104.4182739	4.91
ACH-000060	438	PANC1005_PANCREAS	Panc 10.05	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"7.43,9.39,-11,-44,-83,-92,-95,-95"	"11.2,24.2,12.9,6.68,.94,3.32,.016,.37"	Sigmoid	0.088824078	0.093791224	-94.32930756	4.2
ACH-000599	438	PATU8902_PANCREAS	PA-TU-8902	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"2.59,-1.9,-6.2,-41,-89,-97,-98,-100"	"11.0,14.0,3.60,5.16,1.55,.13,.18,.65"	Sigmoid	0.092169434	0.093863286	-98.68520355	4.331
ACH-000030	438	PC14_LUNG	PC-14	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-4.2,-1.6,-17,-48,-89,-96,-98,-99"	"1.89,.34,2.58,12.8,.56,1.33,.65,.24"	Sigmoid	0.079643272	0.078054368	-99.00039673	4.528
ACH-000090	438	PC3_PROSTATE	PC-3	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-8.6,-12,-27,-50,-70,-79,-77,-78"	"7.66,3.86,14.7,2.94,6.44,.65,1.06,2.79"	Sigmoid	0.065436147	0.082746394	-78.05726624	4.016
ACH-000140	438	PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Pfeiffer	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"4.28,-24,-61,-94,-95,-96,-97,-99"	"34.0,5.80,3.04,.46,.16,.41,.36,.098"	Sigmoid	0.023808187	0.020266367	-96.78623199	5.66
ACH-000307	438	PK1_PANCREAS	PK-1	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	".12,-1.5,-17,-44,-75,-86,-89,-92"	"5.01,1.76,1.85,5.81,.61,3.72,.25,.22"	Sigmoid	0.078295939	0.094414264	-90.87749481	4.045
ACH-000468	438	PK45H_PANCREAS	PK-45H	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-5.5,10.6,-.13,-49,-83,-91,-97,-98"	"14.1,10.0,3.21,.072,.43,.93,.64,.89"	Sigmoid	0.074544042	0.085423864	-95.34694672	4.2363
ACH-000205	438	PK59_PANCREAS	PK-59	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-.095,1.27,-9.1,-18,-86,-97,-98,-99"	"2.22,5.27,.39,6.71,1.10,.50,.42,.50"	Sigmoid	0.135232851	0.13488102	-98.16452789	4.07195
ACH-001171	438	PL45_PANCREAS	PL45	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"1.12,15.5,-17,-46,-84,-92,-94,-95"	"5.45,1.77,10.5,5.04,6.29,.63,.32,.70"	Sigmoid	0.081176057	0.087933637	-94.4289856	4.28
ACH-001318	438	PLCPRF5_LIVER	PLC/PRF/5	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"7.33,8.40,-31,-82,-96,-97,-99,-100"	"1.27,11.1,5.23,7.20,.18,.24,.18,.067"	Sigmoid	0.0340374	0.03730407	-98.70780182	5.05
ACH-000320	438	PSN1_PANCREAS	PSN1	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-1.0,.72,-6.1,-46,-87,-93,-96,-98"	".90,2.77,2.53,11.3,.067,.73,.37,.095"	Sigmoid	0.084079385	0.088243522	-95.62931061	4.271
ACH-000347	438	QGP1_PANCREAS	QGP-1	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-13,3.38,-29,-68,-83,-80,-87,-90"	"13.0,4.16,22.4,4.58,.67,.57,4.55,4.83"	Sigmoid	0.046864968	0.053981736	-85.12607574	4.5
ACH-000654	438	RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Raji	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"19.6,-2.7,-1.4,-62,-79,-93,-95,-97"	"13.2,28.3,19.9,5.50,1.84,.63,1.33,1.34"	Sigmoid	0.041973408	0.062461607	-95.33740997	4.301
ACH-000169	438	RD_SOFT_TISSUE	RD	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"4.63,-22,-41,-86,-94,-95,-96,-99"	"4.57,4.59,5.64,2.73,.056,.28,.83,.46"	Sigmoid	0.023022369	0.026320383	-97.89813995	5.33
ACH-000960	438	REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Reh	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"10.7,-8.3,-34,-91,-94,-93,-94,-97"	"23.3,13.1,2.92,1.36,.29,.48,.013,.081"	Sigmoid	0.030384718	0.031442855	-94.33397675	5.113
ACH-000144	438	RERFGC1B_STOMACH	RERF-GC-1B	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"22.2,-13,-6.3,-62,-90,-96,-98,-101"	"26.4,9.36,21.7,7.25,.85,1.39,.77,.38"	Sigmoid	0.054744147	0.057059038	-99.39978027	4.663
ACH-000261	438	RERFLCAI_LUNG	RERF-LC-AI	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-3.2,-8.7,-24,-59,-88,-93,-93,-96"	"6.03,5.90,2.24,.13,1.04,.37,.38,.52"	Sigmoid	0.058777809	0.05961905	-95.05133057	4.649
ACH-000062	438	RERFLCMS_LUNG	RERF-LC-MS	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"1.49,-2.1,-6.5,-15,-75,-102,-113,-116"	"12.9,15.2,19.1,3.71,2.38,2.42,.091,.12"	Sigmoid	0.168551311	0.16285108	-113.6948013	4.296
ACH-000505	438	RKN_OVARY	RKN	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-9.6,-4.8,-13,-28,-68,-91,-94,-96"	"7.00,6.04,2.47,5.91,3.45,.26,.84,.71"	Sigmoid	0.16081135	0.153194994	-95.74382782	4.044
ACH-000943	438	RKO_LARGE_INTESTINE	RKO	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-2.5,-16,-33,-61,-81,-92,-95,-97"	"2.46,4.00,5.84,2.08,.14,.017,.0091,.34"	Sigmoid	0.043956824	0.049809784	-96.97615814	4.775
ACH-000965	438	RL952_ENDOMETRIUM	RL95-2	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"6.28,6.02,-43,-81,-94,-96,-97,-99"	"13.0,9.52,16.3,3.56,.49,1.73,1.85,2.50"	Sigmoid	0.027278777	0.036188725	-98.70904541	5.1
ACH-000348	438	RPMI7951_SKIN	RPMI-7951	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"2.85,9.01,-30,-71,-93,-94,-95,-98"	"5.44,13.1,9.42,6.26,.57,.045,.034,.62"	Sigmoid	0.039084453	0.043707892	-96.38233185	4.81
ACH-000636	438	RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RPMI-8402	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"10.9,-19,-91,-93,-94,-95,-95,-98"	"8.54,10.2,1.14,.16,.47,.44,.73,.29"	Sigmoid	0.01038629	0.011322904	-95.07376862	5.85
ACH-000473	438	RT112_URINARY_TRACT	RT-112	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-17,-15,-35,-67,-94,-95,-95,-97"	"5.06,4.82,3.55,8.09,.065,.21,.27,.74"	Sigmoid	0.050554391	0.043147512	-96.41655731	5.15
ACH-000242	438	RT4_URINARY_TRACT	RT4	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"11.4,-1.2,-37,-55,-83,-95,-96,-97"	"22.3,11.2,31.0,34.7,6.15,.0092,.35,.68"	Sigmoid	0.046920206	0.04782648	-95.09221649	4.642
ACH-000614	438	RVH421_SKIN	RVH-421	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"13.8,-.98,.84,-55,-79,-88,-94,-97"	"15.4,6.77,9.03,6.00,.95,2.50,1.28,1.11"	Sigmoid	0.068295315	0.07875777	-93.0538559	4.1398
ACH-000410	438	SAOS2_BONE	Saos-2	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-3.5,2.26,-5.9,-52,-92,-95,-95,-97"	"4.02,8.66,4.25,1.50,.39,.056,.59,.43"	Sigmoid	0.076715246	0.078017212	-95.54793549	4.404
ACH-000670	438	SBC5_LUNG	SBC-5	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"1.68,10.6,-65,-97,-98,-98,-98,-99"	"6.79,5.76,9.38,.34,.29,.15,.34,.16"	Sigmoid	0.021984635	0.022658857	-97.79703522	5.55
ACH-000839	438	SCABER_URINARY_TRACT	SCaBER	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	".23,-8.6,-42,-73,-84,-90,-93,-96"	"8.71,10.9,4.91,1.91,.012,.21,.31,.45"	Sigmoid	0.022428373	0.03209829	-94.24240112	4.866
ACH-000181	438	SCC9_UPPER_AERODIGESTIVE_TRACT	SCC-9	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"8.49,-55,-34,-67,-90,-98,-99,-101"	"5.98,3.56,2.50,8.49,1.95,.64,.64,.77"	Sigmoid	6.611195264	0.019478852	-103.2859802	5.44
ACH-000609	438	SF126_CENTRAL_NERVOUS_SYSTEM	SF126	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"4.73,4.27,-6.1,-38,-86,-95,-96,-98"	"1.04,4.55,.14,8.39,5.90,.24,.011,.050"	Sigmoid	0.092185132	0.098997906	-97.35074615	4.191
ACH-000376	438	SF295_CENTRAL_NERVOUS_SYSTEM	SF-295	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"11.1,5.88,11.7,-30,-88,-95,-95,-97"	"1.01,4.13,8.50,1.91,.71,.21,.038,.18"	Sigmoid	0.097008534	0.106901482	-95.98917389	4.05
ACH-001187	438	SF8657	SF8657	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-2.5,8.93,-20,-32,-72,-75,-92,-87"	"6.45,6.91,1.41,3.13,2.37,10.9,5.04,.39"	Sigmoid	0.099346459	0.126626357	-88.7168808	3.805
ACH-000764	438	SH10TC_STOMACH	SH-10-TC	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"9.98,9.16,6.95,-39,-81,-93,-95,-97"	"7.26,1.77,3.65,3.18,1.25,.024,.47,.21"	Sigmoid	0.088182151	0.103557199	-95.24720764	4.05
ACH-000790	438	SHP77_LUNG	SHP-77	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-6.7,36.3,-22,-31,-77,-90,-92,-97"	"12.3,6.15,1.54,8.61,3.84,.17,2.44,.50"	Sigmoid	0.141201377	0.126980886	-93.75082397	4.157
ACH-000112	438	SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIG-M5	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-2.2,-44,-89,-92,-94,-95,-96,-97"	"22.2,19.6,4.82,.44,1.46,.58,.064,.014"	Sigmoid	0.009746331	0.008993969	-94.81391907	6.092
ACH-000099	438	SIMA_AUTONOMIC_GANGLIA	SIMA	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-6.1,-11,-4.0,-79,-88,-94,-95,-98"	"13.5,13.3,19.6,11.7,3.70,.78,.55,.33"	Sigmoid	0.059066229	0.058679536	-93.77311707	4.751
ACH-001189	438	SJRH30_SOFT_TISSUE	SJRH30	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"2.75,-11,-49,-96,-97,-98,-98,-102"	"14.8,8.45,.24,.89,8.1e-4,.21,.22,.15"	Sigmoid	0.026645171	0.025780162	-98.85066986	5.51
ACH-000748	438	SJSA1_BONE	SJSA-1	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"7.53,-25,-21,-47,-61,-85,-89,-97"	"21.3,.050,1.49,5.57,1.02,2.57,1.94,.072"	Sigmoid	0.14805004	0.116657168	-96.10087585	4.25
ACH-000017	438	SKBR3_BREAST	SK-BR-3	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"12.4,-26,-34,-91,-98,-98,-98,-100"	".043,3.95,5.22,.58,.16,.13,.65,.28"	Sigmoid	0.028720556	0.031782795	-98.62973785	5.45
ACH-000400	438	SKCO1_LARGE_INTESTINE	SK-CO-1	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"8.26,14.6,-8.7,-23,-73,-84,-92,-95"	"11.4,12.8,11.7,11.0,3.15,1.14,1.15,1.83"	Sigmoid	0.108896591	0.135435387	-92.67697144	3.757
ACH-000087	438	SKES1_BONE	SK-ES-1	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-8.3,-12,-56,-82,-93,-93,-95,-97"	"16.9,6.93,2.18,1.55,1.43,1.53,.49,.35"	Sigmoid	0.017546544	0.021772686	-95.00733948	5.363
ACH-000361	438	SKHEP1_LIVER	SK-HEP-1	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-11,9.25,-42,-59,-80,-92,-95,-97"	"6.49,8.29,1.43,5.21,.38,1.52,.063,.44"	Sigmoid	0.038754594	0.040991407	-97.20655823	4.76
ACH-000145	438	SKLMS1_SOFT_TISSUE	SK-LMS-1	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"8.42,6.09,-19,-56,-92,-97,-99,-100"	"20.7,10.0,6.00,3.19,1.03,.26,.096,.33"	Sigmoid	0.056298949	0.06376069	-100.5285263	4.63
ACH-000309	438	SKLU1_LUNG	SK-LU-1	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"3.26,-16,-10,-41,-57,-86,-88,-97"	"11.7,4.11,.46,1.45,8.72,1.50,3.63,.83"	Sigmoid	0.141477689	0.14629741	-95.94257355	3.95
ACH-001190	438	SKMEL2_SKIN	SK-MEL-2	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"6.78,15.9,-33,-87,-100,-100,-101,-102"	"19.7,4.94,3.87,4.10,2.55,.73,1.70,1.72"	Sigmoid	0.028049726	0.03325266	-100.7878647	5.23
ACH-000822	438	SKMEL24_SKIN	SK-MEL-24	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"6.02,18.9,-8.3,-37,-93,-110,-111,-114"	"6.83,12.2,2.13,5.16,9.42,1.49,1.20,.79"	Sigmoid	0.104561843	0.099703006	-113.7373428	4.733
ACH-000810	438	SKMEL30_SKIN	SK-MEL-30	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"9.78,2.02,-8.6,-36,-65,-87,-91,-95"	"10.6,2.88,2.36,5.29,3.12,.72,.034,.21"	Sigmoid	0.115859821	0.13898471	-94.19810486	3.826
ACH-000640	438	SKMEL31_SKIN	SK-MEL-31	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"8.92,15.1,6.88,-59,-89,-95,-95,-98"	"1.50,.16,10.7,2.72,.36,.53,.57,.052"	Sigmoid	0.059874427	0.06900461	-95.31835938	4.36
ACH-000730	438	SKMEL5_SKIN	SK-MEL-5	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"7.02,-4.0,-46,-75,-94,-96,-97,-99"	"25.4,2.28,8.78,2.71,.52,.55,.16,.13"	Sigmoid	0.027420441	0.034428976	-98.10864258	5.11
ACH-000665	438	SKMES1_LUNG	SK-MES-1	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"6.51,-4.7,-7.6,-57,-83,-99,-101,-102"	"5.48,19.4,4.26,.61,.35,.021,.12,.25"	Sigmoid	0.066680953	0.074044675	-100.7812958	4.543
ACH-000363	438	SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SK-MM-2	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	".75,3.16,-11,-46,-94,-96,-97,-99"	"4.91,1.18,3.61,3.90,1.35,.52,.15,.11"	Sigmoid	0.081437267	0.083267927	-98.49495697	4.43
ACH-000260	438	SKNAS_AUTONOMIC_GANGLIA	SK-N-AS	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-17,-31,-61,-75,-88,-92,-93,-96"	".42,4.43,2.80,2.35,.22,.18,1.73,.53"	Sigmoid	0.016087677	0.017542174	-94.47231293	5.53
ACH-000312	438	SKNBE2_AUTONOMIC_GANGLIA	SK-N-BE(2)	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-12,-6.8,-63,-92,-95,-96,-97,-97"	"5.11,3.30,.84,.52,1.21,.76,1.44,.45"	Sigmoid	0.022893731	0.022380378	-95.62005615	5.588
ACH-000366	438	SKNDZ_AUTONOMIC_GANGLIA	SK-N-DZ	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"21.6,-7.1,-88,-95,-95,-96,-96,-98"	"1.00,7.71,.63,.0070,.14,.076,.026,.26"	Sigmoid	0.011176208	0.012857153	-95.97470093	5.751
ACH-000341	438	SKNFI_AUTONOMIC_GANGLIA	SK-N-FI	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"108,70.0,-30,-47,-92,-98,-98,-102"	"37.4,24.3,1.98,11.8,1.07,1.01,.17,.77"	Sigmoid	0.010508649	0.052231967	-100.4433899	4.67
ACH-000149	438	SKNSH_AUTONOMIC_GANGLIA	SK-N-SH	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"3.78,-17,-50,-63,-88,-94,-96,-98"	"6.36,16.6,5.14,12.9,.42,.59,.64,.54"	Sigmoid	0.007625075	0.022701712	-98.49595642	5.06
ACH-000811	438	SKOV3_OVARY	SK-OV-3	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-3.2,24.8,1.92,-17,-76,-90,-94,-96"	"4.74,2.84,15.8,4.30,1.63,1.45,1.49,2.61"	Sigmoid	0.106457472	0.141392305	-96.34922028	3.762
ACH-000974	438	SNGM_ENDOMETRIUM	SNG-M	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"2.31,-.15,.92,-17,-84,-94,-96,-98"	"4.42,.37,5.28,1.20,2.40,.21,.62,.017"	Sigmoid	0.131589517	0.136460781	-95.94719696	3.8915
ACH-000932	438	SNU1_STOMACH	SNU-1	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	".83,-.20,4.83,-54,-86,-87,-93,-95"	"5.14,2.98,11.9,.21,2.88,.85,.68,.066"	Sigmoid	0.069405876	0.075617179	-91.27315521	4.152
ACH-000581	438	SNU16_STOMACH	SNU-16	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-15,1.08,-1.1,-92,-95,-96,-97,-100"	"32.3,15.2,14.6,.70,.12,.56,.81,.27"	Sigmoid	0.034352779	0.03599412	-96.36206818	4.961
ACH-000483	438	SNU182_LIVER	SNU-182	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-5.7,-26,-19,-53,-80,-91,-102,-104"	"2.18,26.6,2.86,11.3,8.20,4.04,.41,.027"	Sigmoid	0.111504428	0.096619539	-103.5943298	4.807
ACH-000478	438	SNU387_LIVER	SNU-387	Panobinostat	HDAC	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-2.1,7.60,31.7,-28,-70,-84,-90,-95"	"14.6,4.66,20.1,10.5,1.23,.54,1.95,1.19"	Sigmoid	0.117372595	0.146580845	-91.01660156	3.691
